target,source,relation
ncbigene:1032,wikipathways:WP45,hasGeneId
ncbigene:84699,wikipathways:WP45,hasGeneId
ncbigene:901,wikipathways:WP45,hasGeneId
ncbigene:7029,wikipathways:WP45,hasGeneId
ncbigene:90993,wikipathways:WP45,hasGeneId
ncbigene:148327,wikipathways:WP45,hasGeneId
ncbigene:5558,wikipathways:WP45,hasGeneId
ncbigene:8318,wikipathways:WP45,hasGeneId
ncbigene:9025,wikipathways:WP3878,hasGeneId
ncbigene:80254,wikipathways:WP3878,hasGeneId
ncbigene:9810,wikipathways:WP3878,hasGeneId
ncbigene:56254,wikipathways:WP3878,hasGeneId
ncbigene:5932,wikipathways:WP3878,hasGeneId
ncbigene:55183,wikipathways:WP3878,hasGeneId
ncbigene:23300,wikipathways:WP3878,hasGeneId
ncbigene:165918,wikipathways:WP3878,hasGeneId
ncbigene:8493,wikipathways:WP3878,hasGeneId
ncbigene:64421,wikipathways:WP3878,hasGeneId
ncbigene:2281,wikipathways:WP2377,hasGeneId
ncbigene:3375,wikipathways:WP2377,hasGeneId
ncbigene:2287,wikipathways:WP2377,hasGeneId
ncbigene:641,wikipathways:WP2377,hasGeneId
ncbigene:2972,wikipathways:WP2377,hasGeneId
ncbigene:10811,wikipathways:WP2377,hasGeneId
ncbigene:5273,wikipathways:WP2377,hasGeneId
ncbigene:4485,wikipathways:WP2377,hasGeneId
ncbigene:7486,wikipathways:WP2377,hasGeneId
ncbigene:7031,wikipathways:WP2377,hasGeneId
ncbigene:54487,wikipathways:WP2942,hasGeneId
ncbigene:472,wikipathways:WP2942,hasGeneId
ncbigene:1653,wikipathways:WP2942,hasGeneId
ncbigene:4683,wikipathways:WP2942,hasGeneId
ncbigene:10111,wikipathways:WP2942,hasGeneId
ncbigene:4361,wikipathways:WP2942,hasGeneId
ncbigene:29102,wikipathways:WP2942,hasGeneId
ncbigene:3146,wikipathways:WP710,hasGeneId
ncbigene:8061,wikipathways:WP710,hasGeneId
ncbigene:197259,wikipathways:WP710,hasGeneId
ncbigene:2538,wikipathways:WP710,hasGeneId
ncbigene:901,wikipathways:WP710,hasGeneId
ncbigene:10023,wikipathways:WP710,hasGeneId
ncbigene:5288,wikipathways:WP710,hasGeneId
ncbigene:638,wikipathways:WP710,hasGeneId
ncbigene:5106,wikipathways:WP710,hasGeneId
ncbigene:7476,wikipathways:WP710,hasGeneId
ncbigene:5884,wikipathways:WP707,hasGeneId
ncbigene:50484,wikipathways:WP707,hasGeneId
ncbigene:135458,wikipathways:WP707,hasGeneId
ncbigene:84126,wikipathways:WP707,hasGeneId
ncbigene:10912,wikipathways:WP707,hasGeneId
ncbigene:27244,wikipathways:WP707,hasGeneId
ncbigene:63970,wikipathways:WP707,hasGeneId
ncbigene:2177,wikipathways:WP707,hasGeneId
ncbigene:9874,wikipathways:WP707,hasGeneId
ncbigene:11011,wikipathways:WP707,hasGeneId
ncbigene:27113,wikipathways:WP1742,hasGeneId
ncbigene:8626,wikipathways:WP1742,hasGeneId
ncbigene:5366,wikipathways:WP1742,hasGeneId
ncbigene:7341,wikipathways:WP1742,hasGeneId
ncbigene:25,wikipathways:WP1742,hasGeneId
ncbigene:666,wikipathways:WP1742,hasGeneId
ncbigene:8743,wikipathways:WP1742,hasGeneId
ncbigene:5015,wikipathways:WP1742,hasGeneId
ncbigene:1647,wikipathways:WP1742,hasGeneId
ncbigene:7161,wikipathways:WP1742,hasGeneId
ncbigene:10933,wikipathways:WP3651,hasGeneId
ncbigene:3645,wikipathways:WP3651,hasGeneId
ncbigene:9863,wikipathways:WP3651,hasGeneId
ncbigene:55783,wikipathways:WP3651,hasGeneId
ncbigene:10847,wikipathways:WP3651,hasGeneId
ncbigene:26292,wikipathways:WP3651,hasGeneId
ncbigene:8332,wikipathways:WP3651,hasGeneId
ncbigene:284058,wikipathways:WP3651,hasGeneId
ncbigene:3008,wikipathways:WP3651,hasGeneId
ncbigene:4781,wikipathways:WP3651,hasGeneId
ncbigene:4439,wikipathways:WP34,hasGeneId
ncbigene:2516,wikipathways:WP34,hasGeneId
ncbigene:344018,wikipathways:WP34,hasGeneId
ncbigene:3623,wikipathways:WP34,hasGeneId
ncbigene:1618,wikipathways:WP34,hasGeneId
ncbigene:7783,wikipathways:WP34,hasGeneId
ncbigene:2661,wikipathways:WP34,hasGeneId
ncbigene:11144,wikipathways:WP34,hasGeneId
ncbigene:7784,wikipathways:WP34,hasGeneId
ncbigene:6609,wikipathways:WP34,hasGeneId
ncbigene:135458,wikipathways:WP1530,hasGeneId
ncbigene:84126,wikipathways:WP1530,hasGeneId
ncbigene:554213,wikipathways:WP1530,hasGeneId
ncbigene:166979,wikipathways:WP1530,hasGeneId
ncbigene:10912,wikipathways:WP1530,hasGeneId
ncbigene:407975,wikipathways:WP1530,hasGeneId
ncbigene:693123,wikipathways:WP1530,hasGeneId
ncbigene:442902,wikipathways:WP1530,hasGeneId
ncbigene:693122,wikipathways:WP1530,hasGeneId
ncbigene:11011,wikipathways:WP1530,hasGeneId
ncbigene:3660,wikipathways:WP3639,hasGeneId
ncbigene:3070,wikipathways:WP3639,hasGeneId
ncbigene:8626,wikipathways:WP3639,hasGeneId
ncbigene:8738,wikipathways:WP3639,hasGeneId
ncbigene:4049,wikipathways:WP3639,hasGeneId
ncbigene:9169,wikipathways:WP3639,hasGeneId
ncbigene:3664,wikipathways:WP3639,hasGeneId
ncbigene:5551,wikipathways:WP3639,hasGeneId
ncbigene:665,wikipathways:WP3639,hasGeneId
ncbigene:4794,wikipathways:WP3639,hasGeneId
ncbigene:79444,wikipathways:WP3911,hasGeneId
ncbigene:8682,wikipathways:WP3911,hasGeneId
ncbigene:57448,wikipathways:WP3911,hasGeneId
ncbigene:826,wikipathways:WP3911,hasGeneId
ncbigene:10017,wikipathways:WP3911,hasGeneId
ncbigene:638,wikipathways:WP3911,hasGeneId
ncbigene:8793,wikipathways:WP3911,hasGeneId
ncbigene:51651,wikipathways:WP3911,hasGeneId
ncbigene:8771,wikipathways:WP3911,hasGeneId
ncbigene:4671,wikipathways:WP3911,hasGeneId
ncbigene:540,wikipathways:WP3286,hasGeneId
ncbigene:8754,wikipathways:WP3286,hasGeneId
ncbigene:475,wikipathways:WP3286,hasGeneId
ncbigene:26872,wikipathways:WP3286,hasGeneId
ncbigene:1317,wikipathways:WP3286,hasGeneId
ncbigene:538,wikipathways:WP3286,hasGeneId
ncbigene:54739,wikipathways:WP3286,hasGeneId
ncbigene:1318,wikipathways:WP3286,hasGeneId
ncbigene:261729,wikipathways:WP3286,hasGeneId
ncbigene:150684,wikipathways:WP3286,hasGeneId
ncbigene:3660,wikipathways:WP254,hasGeneId
ncbigene:3070,wikipathways:WP254,hasGeneId
ncbigene:8626,wikipathways:WP254,hasGeneId
ncbigene:8738,wikipathways:WP254,hasGeneId
ncbigene:4049,wikipathways:WP254,hasGeneId
ncbigene:9169,wikipathways:WP254,hasGeneId
ncbigene:3664,wikipathways:WP254,hasGeneId
ncbigene:5551,wikipathways:WP254,hasGeneId
ncbigene:665,wikipathways:WP254,hasGeneId
ncbigene:4794,wikipathways:WP254,hasGeneId
ncbigene:79444,wikipathways:WP3912,hasGeneId
ncbigene:8682,wikipathways:WP3912,hasGeneId
ncbigene:57448,wikipathways:WP3912,hasGeneId
ncbigene:826,wikipathways:WP3912,hasGeneId
ncbigene:10017,wikipathways:WP3912,hasGeneId
ncbigene:638,wikipathways:WP3912,hasGeneId
ncbigene:8793,wikipathways:WP3912,hasGeneId
ncbigene:51651,wikipathways:WP3912,hasGeneId
ncbigene:8771,wikipathways:WP3912,hasGeneId
ncbigene:4671,wikipathways:WP3912,hasGeneId
ncbigene:55359,wikipathways:WP306,hasGeneId
ncbigene:4637,wikipathways:WP306,hasGeneId
ncbigene:7791,wikipathways:WP306,hasGeneId
ncbigene:8711,wikipathways:WP306,hasGeneId
ncbigene:29780,wikipathways:WP306,hasGeneId
ncbigene:7294,wikipathways:WP306,hasGeneId
ncbigene:5649,wikipathways:WP306,hasGeneId
ncbigene:6725,wikipathways:WP306,hasGeneId
ncbigene:394,wikipathways:WP306,hasGeneId
ncbigene:9855,wikipathways:WP306,hasGeneId
ncbigene:22900,wikipathways:WP1433,hasGeneId
ncbigene:55655,wikipathways:WP1433,hasGeneId
ncbigene:4210,wikipathways:WP1433,hasGeneId
ncbigene:10980,wikipathways:WP1433,hasGeneId
ncbigene:10910,wikipathways:WP1433,hasGeneId
ncbigene:91662,wikipathways:WP1433,hasGeneId
ncbigene:10392,wikipathways:WP1433,hasGeneId
ncbigene:64127,wikipathways:WP1433,hasGeneId
ncbigene:9447,wikipathways:WP1433,hasGeneId
ncbigene:50506,wikipathways:WP1433,hasGeneId
ncbigene:84883,wikipathways:WP1772,hasGeneId
ncbigene:57448,wikipathways:WP1772,hasGeneId
ncbigene:51155,wikipathways:WP1772,hasGeneId
ncbigene:826,wikipathways:WP1772,hasGeneId
ncbigene:10017,wikipathways:WP1772,hasGeneId
ncbigene:8793,wikipathways:WP1772,hasGeneId
ncbigene:51651,wikipathways:WP1772,hasGeneId
ncbigene:9531,wikipathways:WP1772,hasGeneId
ncbigene:7850,wikipathways:WP1772,hasGeneId
ncbigene:2021,wikipathways:WP1772,hasGeneId
ncbigene:6009,wikipathways:WP3844,hasGeneId
ncbigene:8408,wikipathways:WP3844,hasGeneId
ncbigene:7942,wikipathways:WP3844,hasGeneId
ncbigene:253260,wikipathways:WP3844,hasGeneId
ncbigene:9821,wikipathways:WP3844,hasGeneId
ncbigene:9776,wikipathways:WP3844,hasGeneId
ncbigene:57521,wikipathways:WP3844,hasGeneId
ncbigene:2887,wikipathways:WP3844,hasGeneId
ncbigene:4303,wikipathways:WP3844,hasGeneId
ncbigene:8503,wikipathways:WP3844,hasGeneId
ncbigene:54206,wikipathways:WP2261,hasGeneId
ncbigene:5287,wikipathways:WP2261,hasGeneId
ncbigene:1031,wikipathways:WP2261,hasGeneId
ncbigene:4303,wikipathways:WP2261,hasGeneId
ncbigene:4194,wikipathways:WP2261,hasGeneId
ncbigene:10253,wikipathways:WP2261,hasGeneId
ncbigene:5288,wikipathways:WP2261,hasGeneId
ncbigene:2956,wikipathways:WP2261,hasGeneId
ncbigene:2065,wikipathways:WP2261,hasGeneId
ncbigene:675,wikipathways:WP2261,hasGeneId
ncbigene:10458,wikipathways:WP51,hasGeneId
ncbigene:54434,wikipathways:WP51,hasGeneId
ncbigene:10163,wikipathways:WP51,hasGeneId
ncbigene:7429,wikipathways:WP51,hasGeneId
ncbigene:138429,wikipathways:WP51,hasGeneId
ncbigene:55740,wikipathways:WP51,hasGeneId
ncbigene:4628,wikipathways:WP51,hasGeneId
ncbigene:9459,wikipathways:WP51,hasGeneId
ncbigene:28964,wikipathways:WP51,hasGeneId
ncbigene:79837,wikipathways:WP51,hasGeneId
ncbigene:23098,wikipathways:WP1449,hasGeneId
ncbigene:54461,wikipathways:WP1449,hasGeneId
ncbigene:246330,wikipathways:WP1449,hasGeneId
ncbigene:10906,wikipathways:WP1449,hasGeneId
ncbigene:10616,wikipathways:WP1449,hasGeneId
ncbigene:59307,wikipathways:WP1449,hasGeneId
ncbigene:55072,wikipathways:WP1449,hasGeneId
ncbigene:4064,wikipathways:WP1449,hasGeneId
ncbigene:79004,wikipathways:WP1449,hasGeneId
ncbigene:10771,wikipathways:WP1449,hasGeneId
ncbigene:10076,wikipathways:WP581,hasGeneId
ncbigene:8660,wikipathways:WP581,hasGeneId
ncbigene:2056,wikipathways:WP581,hasGeneId
ncbigene:5921,wikipathways:WP581,hasGeneId
ncbigene:5788,wikipathways:WP581,hasGeneId
ncbigene:3667,wikipathways:WP581,hasGeneId
ncbigene:1154,wikipathways:WP581,hasGeneId
ncbigene:2057,wikipathways:WP581,hasGeneId
ncbigene:8651,wikipathways:WP581,hasGeneId
ncbigene:5163,wikipathways:WP581,hasGeneId
ncbigene:9456,wikipathways:WP3676,hasGeneId
ncbigene:8569,wikipathways:WP3676,hasGeneId
ncbigene:7225,wikipathways:WP3676,hasGeneId
ncbigene:23237,wikipathways:WP3676,hasGeneId
ncbigene:1742,wikipathways:WP3676,hasGeneId
ncbigene:29904,wikipathways:WP3676,hasGeneId
ncbigene:4915,wikipathways:WP3676,hasGeneId
ncbigene:627,wikipathways:WP3676,hasGeneId
ncbigene:107,wikipathways:WP3676,hasGeneId
ncbigene:7222,wikipathways:WP3676,hasGeneId
ncbigene:10890,wikipathways:WP3932,hasGeneId
ncbigene:1942,wikipathways:WP3932,hasGeneId
ncbigene:2324,wikipathways:WP3932,hasGeneId
ncbigene:1943,wikipathways:WP3932,hasGeneId
ncbigene:23035,wikipathways:WP3932,hasGeneId
ncbigene:9230,wikipathways:WP3932,hasGeneId
ncbigene:51552,wikipathways:WP3932,hasGeneId
ncbigene:1441,wikipathways:WP3932,hasGeneId
ncbigene:5862,wikipathways:WP3932,hasGeneId
ncbigene:9470,wikipathways:WP3932,hasGeneId
ncbigene:933,wikipathways:WP23,hasGeneId
ncbigene:974,wikipathways:WP23,hasGeneId
ncbigene:26469,wikipathways:WP23,hasGeneId
ncbigene:6452,wikipathways:WP23,hasGeneId
ncbigene:29760,wikipathways:WP23,hasGeneId
ncbigene:7462,wikipathways:WP23,hasGeneId
ncbigene:975,wikipathways:WP23,hasGeneId
ncbigene:973,wikipathways:WP23,hasGeneId
ncbigene:118788,wikipathways:WP23,hasGeneId
ncbigene:27071,wikipathways:WP23,hasGeneId
ncbigene:4703,wikipathways:WP3850,hasGeneId
ncbigene:8976,wikipathways:WP3850,hasGeneId
ncbigene:5337,wikipathways:WP3850,hasGeneId
ncbigene:84676,wikipathways:WP3850,hasGeneId
ncbigene:84557,wikipathways:WP3850,hasGeneId
ncbigene:93,wikipathways:WP3850,hasGeneId
ncbigene:8892,wikipathways:WP3850,hasGeneId
ncbigene:2660,wikipathways:WP3850,hasGeneId
ncbigene:8744,wikipathways:WP3850,hasGeneId
ncbigene:114907,wikipathways:WP3850,hasGeneId
ncbigene:1489,wikipathways:WP1544,hasGeneId
ncbigene:91807,wikipathways:WP1544,hasGeneId
ncbigene:406912,wikipathways:WP1544,hasGeneId
ncbigene:406990,wikipathways:WP1544,hasGeneId
ncbigene:4879,wikipathways:WP1544,hasGeneId
ncbigene:1827,wikipathways:WP1544,hasGeneId
ncbigene:406896,wikipathways:WP1544,hasGeneId
ncbigene:8893,wikipathways:WP1544,hasGeneId
ncbigene:406961,wikipathways:WP1544,hasGeneId
ncbigene:406920,wikipathways:WP1544,hasGeneId
ncbigene:3146,wikipathways:WP710,hasGeneId
ncbigene:197259,wikipathways:WP710,hasGeneId
ncbigene:2538,wikipathways:WP710,hasGeneId
ncbigene:901,wikipathways:WP710,hasGeneId
ncbigene:10023,wikipathways:WP710,hasGeneId
ncbigene:638,wikipathways:WP710,hasGeneId
ncbigene:5106,wikipathways:WP710,hasGeneId
ncbigene:6934,wikipathways:WP710,hasGeneId
ncbigene:6932,wikipathways:WP710,hasGeneId
ncbigene:6342,wikipathways:WP710,hasGeneId
ncbigene:9595,wikipathways:WP3678,hasGeneId
ncbigene:2034,wikipathways:WP3678,hasGeneId
ncbigene:6932,wikipathways:WP3678,hasGeneId
ncbigene:7852,wikipathways:WP3678,hasGeneId
ncbigene:7428,wikipathways:WP3678,hasGeneId
ncbigene:10631,wikipathways:WP3678,hasGeneId
ncbigene:182,wikipathways:WP3678,hasGeneId
ncbigene:6934,wikipathways:WP3678,hasGeneId
ncbigene:3371,wikipathways:WP3678,hasGeneId
ncbigene:7412,wikipathways:WP3678,hasGeneId
ncbigene:6369,wikipathways:WP3929,hasGeneId
ncbigene:6374,wikipathways:WP3929,hasGeneId
ncbigene:5196,wikipathways:WP3929,hasGeneId
ncbigene:6011,wikipathways:WP3929,hasGeneId
ncbigene:5473,wikipathways:WP3929,hasGeneId
ncbigene:6370,wikipathways:WP3929,hasGeneId
ncbigene:6354,wikipathways:WP3929,hasGeneId
ncbigene:57580,wikipathways:WP3929,hasGeneId
ncbigene:9844,wikipathways:WP3929,hasGeneId
ncbigene:5613,wikipathways:WP3929,hasGeneId
ncbigene:9322,wikipathways:WP3915,hasGeneId
ncbigene:11183,wikipathways:WP3915,hasGeneId
ncbigene:53919,wikipathways:WP3915,hasGeneId
ncbigene:23265,wikipathways:WP3915,hasGeneId
ncbigene:10211,wikipathways:WP3915,hasGeneId
ncbigene:51085,wikipathways:WP3915,hasGeneId
ncbigene:6567,wikipathways:WP3915,hasGeneId
ncbigene:55908,wikipathways:WP3915,hasGeneId
ncbigene:23433,wikipathways:WP3915,hasGeneId
ncbigene:143686,wikipathways:WP3915,hasGeneId
ncbigene:4689,wikipathways:WP3937,hasGeneId
ncbigene:2207,wikipathways:WP3937,hasGeneId
ncbigene:27036,wikipathways:WP3937,hasGeneId
ncbigene:2209,wikipathways:WP3937,hasGeneId
ncbigene:54209,wikipathways:WP3937,hasGeneId
ncbigene:146850,wikipathways:WP3937,hasGeneId
ncbigene:1536,wikipathways:WP3937,hasGeneId
ncbigene:27040,wikipathways:WP3937,hasGeneId
ncbigene:10095,wikipathways:WP3937,hasGeneId
ncbigene:7305,wikipathways:WP3937,hasGeneId
ncbigene:84254,wikipathways:WP1403,hasGeneId
ncbigene:55437,wikipathways:WP1403,hasGeneId
ncbigene:10645,wikipathways:WP1403,hasGeneId
ncbigene:56731,wikipathways:WP1403,hasGeneId
ncbigene:126129,wikipathways:WP1403,hasGeneId
ncbigene:5209,wikipathways:WP1403,hasGeneId
ncbigene:51094,wikipathways:WP1403,hasGeneId
ncbigene:92335,wikipathways:WP1403,hasGeneId
ncbigene:200186,wikipathways:WP1403,hasGeneId
ncbigene:723961,wikipathways:WP1403,hasGeneId
ncbigene:5479,wikipathways:WP2037,hasGeneId
ncbigene:5478,wikipathways:WP2037,hasGeneId
ncbigene:4752,wikipathways:WP2037,hasGeneId
ncbigene:6196,wikipathways:WP2037,hasGeneId
ncbigene:5770,wikipathways:WP2037,hasGeneId
ncbigene:5618,wikipathways:WP2037,hasGeneId
ncbigene:116986,wikipathways:WP2037,hasGeneId
ncbigene:140885,wikipathways:WP2037,hasGeneId
ncbigene:7532,wikipathways:WP2037,hasGeneId
ncbigene:1509,wikipathways:WP2037,hasGeneId
ncbigene:55359,wikipathways:WP306,hasGeneId
ncbigene:4637,wikipathways:WP306,hasGeneId
ncbigene:7791,wikipathways:WP306,hasGeneId
ncbigene:8711,wikipathways:WP306,hasGeneId
ncbigene:29780,wikipathways:WP306,hasGeneId
ncbigene:7294,wikipathways:WP306,hasGeneId
ncbigene:5649,wikipathways:WP306,hasGeneId
ncbigene:6725,wikipathways:WP306,hasGeneId
ncbigene:394,wikipathways:WP306,hasGeneId
ncbigene:9855,wikipathways:WP306,hasGeneId
ncbigene:933,wikipathways:WP3884,hasGeneId
ncbigene:974,wikipathways:WP3884,hasGeneId
ncbigene:26469,wikipathways:WP3884,hasGeneId
ncbigene:6452,wikipathways:WP3884,hasGeneId
ncbigene:29760,wikipathways:WP3884,hasGeneId
ncbigene:7462,wikipathways:WP3884,hasGeneId
ncbigene:975,wikipathways:WP3884,hasGeneId
ncbigene:973,wikipathways:WP3884,hasGeneId
ncbigene:118788,wikipathways:WP3884,hasGeneId
ncbigene:27071,wikipathways:WP3884,hasGeneId
ncbigene:695,wikipathways:WP127,hasGeneId
ncbigene:161742,wikipathways:WP127,hasGeneId
ncbigene:3558,wikipathways:WP127,hasGeneId
ncbigene:4067,wikipathways:WP127,hasGeneId
ncbigene:6850,wikipathways:WP127,hasGeneId
ncbigene:6194,wikipathways:WP127,hasGeneId
ncbigene:3568,wikipathways:WP127,hasGeneId
ncbigene:4137,wikipathways:WP127,hasGeneId
ncbigene:6199,wikipathways:WP127,hasGeneId
ncbigene:1439,wikipathways:WP127,hasGeneId
ncbigene:4741,wikipathways:WP3680,hasGeneId
ncbigene:23002,wikipathways:WP3680,hasGeneId
ncbigene:5217,wikipathways:WP3680,hasGeneId
ncbigene:4747,wikipathways:WP3680,hasGeneId
ncbigene:11211,wikipathways:WP3680,hasGeneId
ncbigene:375189,wikipathways:WP3680,hasGeneId
ncbigene:4744,wikipathways:WP3680,hasGeneId
ncbigene:345456,wikipathways:WP3680,hasGeneId
ncbigene:10097,wikipathways:WP3680,hasGeneId
ncbigene:10096,wikipathways:WP3680,hasGeneId
ncbigene:3443,wikipathways:WP75,hasGeneId
ncbigene:3929,wikipathways:WP75,hasGeneId
ncbigene:3452,wikipathways:WP75,hasGeneId
ncbigene:3448,wikipathways:WP75,hasGeneId
ncbigene:3441,wikipathways:WP75,hasGeneId
ncbigene:3447,wikipathways:WP75,hasGeneId
ncbigene:3449,wikipathways:WP75,hasGeneId
ncbigene:3446,wikipathways:WP75,hasGeneId
ncbigene:3451,wikipathways:WP75,hasGeneId
ncbigene:3442,wikipathways:WP75,hasGeneId
ncbigene:10110,wikipathways:WP481,hasGeneId
ncbigene:115703,wikipathways:WP481,hasGeneId
ncbigene:4641,wikipathways:WP481,hasGeneId
ncbigene:252983,wikipathways:WP481,hasGeneId
ncbigene:6814,wikipathways:WP481,hasGeneId
ncbigene:3631,wikipathways:WP481,hasGeneId
ncbigene:5506,wikipathways:WP481,hasGeneId
ncbigene:6236,wikipathways:WP481,hasGeneId
ncbigene:9882,wikipathways:WP481,hasGeneId
ncbigene:3799,wikipathways:WP481,hasGeneId
ncbigene:3655,wikipathways:WP3872,hasGeneId
ncbigene:83596,wikipathways:WP3872,hasGeneId
ncbigene:10017,wikipathways:WP3872,hasGeneId
ncbigene:599,wikipathways:WP3872,hasGeneId
ncbigene:597,wikipathways:WP3872,hasGeneId
ncbigene:23786,wikipathways:WP3872,hasGeneId
ncbigene:5744,wikipathways:WP3872,hasGeneId
ncbigene:666,wikipathways:WP3872,hasGeneId
ncbigene:440603,wikipathways:WP3872,hasGeneId
ncbigene:79370,wikipathways:WP3872,hasGeneId
ncbigene:8835,wikipathways:WP3935,hasGeneId
ncbigene:8525,wikipathways:WP3935,hasGeneId
ncbigene:8660,wikipathways:WP3935,hasGeneId
ncbigene:8471,wikipathways:WP3935,hasGeneId
ncbigene:3630,wikipathways:WP3935,hasGeneId
ncbigene:3643,wikipathways:WP3935,hasGeneId
ncbigene:3953,wikipathways:WP3935,hasGeneId
ncbigene:3952,wikipathways:WP3935,hasGeneId
ncbigene:8651,wikipathways:WP3935,hasGeneId
ncbigene:8503,wikipathways:WP3935,hasGeneId
ncbigene:6948,wikipathways:WP1533,hasGeneId
ncbigene:8029,wikipathways:WP1533,hasGeneId
ncbigene:3039,wikipathways:WP1533,hasGeneId
ncbigene:213,wikipathways:WP1533,hasGeneId
ncbigene:84693,wikipathways:WP1533,hasGeneId
ncbigene:6947,wikipathways:WP1533,hasGeneId
ncbigene:326625,wikipathways:WP1533,hasGeneId
ncbigene:4036,wikipathways:WP1533,hasGeneId
ncbigene:2694,wikipathways:WP1533,hasGeneId
ncbigene:4594,wikipathways:WP1533,hasGeneId
ncbigene:2944,wikipathways:WP3891,hasGeneId
ncbigene:27294,wikipathways:WP3891,hasGeneId
ncbigene:1571,wikipathways:WP3891,hasGeneId
ncbigene:2052,wikipathways:WP3891,hasGeneId
ncbigene:1728,wikipathways:WP3891,hasGeneId
ncbigene:4353,wikipathways:WP3891,hasGeneId
ncbigene:1733,wikipathways:WP15,hasGeneId
ncbigene:7001,wikipathways:WP15,hasGeneId
ncbigene:10549,wikipathways:WP15,hasGeneId
ncbigene:55163,wikipathways:WP15,hasGeneId
ncbigene:51714,wikipathways:WP15,hasGeneId
ncbigene:348303,wikipathways:WP15,hasGeneId
ncbigene:6415,wikipathways:WP15,hasGeneId
ncbigene:10935,wikipathways:WP15,hasGeneId
ncbigene:9403,wikipathways:WP15,hasGeneId
ncbigene:25824,wikipathways:WP15,hasGeneId
ncbigene:113235,wikipathways:WP176,hasGeneId
ncbigene:213,wikipathways:WP176,hasGeneId
ncbigene:2348,wikipathways:WP176,hasGeneId
ncbigene:2352,wikipathways:WP176,hasGeneId
ncbigene:80308,wikipathways:WP176,hasGeneId
ncbigene:390243,wikipathways:WP176,hasGeneId
ncbigene:2350,wikipathways:WP176,hasGeneId
ncbigene:6573,wikipathways:WP176,hasGeneId
ncbigene:2618,wikipathways:WP176,hasGeneId
ncbigene:10588,wikipathways:WP176,hasGeneId
ncbigene:158,wikipathways:WP404,hasGeneId
ncbigene:5634,wikipathways:WP404,hasGeneId
ncbigene:5428,wikipathways:WP404,hasGeneId
ncbigene:5631,wikipathways:WP404,hasGeneId
ncbigene:5423,wikipathways:WP404,hasGeneId
ncbigene:6303,wikipathways:WP404,hasGeneId
ncbigene:3614,wikipathways:WP404,hasGeneId
ncbigene:4946,wikipathways:WP404,hasGeneId
ncbigene:4831,wikipathways:WP404,hasGeneId
ncbigene:159,wikipathways:WP404,hasGeneId
ncbigene:10733,wikipathways:WP2446,hasGeneId
ncbigene:1633,wikipathways:WP2446,hasGeneId
ncbigene:79027,wikipathways:WP2446,hasGeneId
ncbigene:2189,wikipathways:WP2446,hasGeneId
ncbigene:6596,wikipathways:WP2446,hasGeneId
ncbigene:7272,wikipathways:WP2446,hasGeneId
ncbigene:10592,wikipathways:WP2446,hasGeneId
ncbigene:54443,wikipathways:WP2446,hasGeneId
ncbigene:5877,wikipathways:WP2446,hasGeneId
ncbigene:24137,wikipathways:WP2446,hasGeneId
ncbigene:5985,wikipathways:WP466,hasGeneId
ncbigene:81620,wikipathways:WP466,hasGeneId
ncbigene:57804,wikipathways:WP466,hasGeneId
ncbigene:7311,wikipathways:WP466,hasGeneId
ncbigene:990,wikipathways:WP466,hasGeneId
ncbigene:5982,wikipathways:WP466,hasGeneId
ncbigene:29935,wikipathways:WP466,hasGeneId
ncbigene:51053,wikipathways:WP466,hasGeneId
ncbigene:7316,wikipathways:WP466,hasGeneId
ncbigene:5558,wikipathways:WP466,hasGeneId
hgnc.symbol:CTTN,ncbigene:2017,hasSymbol
hgnc.symbol:FRZB,ncbigene:2487,hasSymbol
hgnc.symbol:RRM2,ncbigene:6241,hasSymbol
hgnc.symbol:CD44,ncbigene:960,hasSymbol
hgnc.symbol:E2F2,ncbigene:1870,hasSymbol
hgnc.symbol:MIR24-1,ncbigene:407012,hasSymbol
hgnc.symbol:UCHL1,ncbigene:7345,hasSymbol
hgnc.symbol:CXCR1,ncbigene:3577,hasSymbol
hgnc.symbol:HNF1A,ncbigene:6927,hasSymbol
hgnc.symbol:MYOF,ncbigene:26509,hasSymbol
hgnc.symbol:ADSL,ncbigene:158,hasSymbol
hgnc.symbol:PRPS2,ncbigene:5634,hasSymbol
hgnc.symbol:POLG,ncbigene:5428,hasSymbol
hgnc.symbol:PRPS1,ncbigene:5631,hasSymbol
hgnc.symbol:POLB,ncbigene:5423,hasSymbol
hgnc.symbol:SAT1,ncbigene:6303,hasSymbol
hgnc.symbol:IMPDH1,ncbigene:3614,hasSymbol
hgnc.symbol:OAZ1,ncbigene:4946,hasSymbol
hgnc.symbol:NME2,ncbigene:4831,hasSymbol
hgnc.symbol:ADSS,ncbigene:159,hasSymbol
hgnc.symbol:PLK4,ncbigene:10733,hasSymbol
hgnc.symbol:DCK,ncbigene:1633,hasSymbol
hgnc.symbol:ZNF655,ncbigene:79027,hasSymbol
hgnc.symbol:FANCG,ncbigene:2189,hasSymbol
hgnc.symbol:HLTF,ncbigene:6596,hasSymbol
hgnc.symbol:TTK,ncbigene:7272,hasSymbol
hgnc.symbol:SMC2,ncbigene:10592,hasSymbol
hgnc.symbol:ANLN,ncbigene:54443,hasSymbol
hgnc.symbol:RABIF,ncbigene:5877,hasSymbol
hgnc.symbol:KIF4A,ncbigene:24137,hasSymbol
hgnc.symbol:UPB1,ncbigene:51733,hasSymbol
