drug_concept_id	drug_concept_name	personCount
40184712	Loperamide Hydrochloride 0.2 MG/ML Oral Solution	145
907015	Metolazone 10 MG Oral Tablet	145
19010024	Mannitol 200 MG/ML Injectable Solution [Osmitrol]	144
19036829	10 ML Calcium Chloride 100 MG/ML Prefilled Syringe	144
40163285	Rabeprazole sodium 20 MG Delayed Release Oral Tablet	144
743721	24 HR venlafaxine 75 MG Extended Release Oral Capsule	144
19123000	Calcium Carbonate 250 MG Chewing Gum	144
19027388	Enalaprilat 1.25 MG/ML Injectable Solution	144
40243340	Atropine Sulfate 0.025 MG / Diphenoxylate Hydrochloride 2.5 MG Oral Tablet	143
40223834	Fexofenadine hydrochloride 60 MG Oral Tablet	143
40226429	bimatoprost 0.1 MG/ML Ophthalmic Solution	143
19037427	torsemide 100 MG Oral Tablet [Demadex]	143
19095325	Cholestyramine Resin 66.7 MG/ML Oral Suspension	143
1310213	American elderberry extract	142
922570	Azathioprine adverse reaction	142
42901706	Phenytoin 50 MG Chewable Tablet [Dilantin]	142
19009384	insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension [Humulin]	142
42708515	60 ACTUAT Budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]	142
19075153	Chlorothiazide 50 MG/ML Oral Suspension	142
19131794	2 ML Sodium Chloride 9 MG/ML Prefilled Syringe	141
19003319	Misoprostol 0.2 MG Oral Tablet [Cytotec]	141
19112569	ezetimibe 10 MG / Simvastatin 40 MG Oral Tablet	141
961082	Ranitidine 300 MG Oral Tablet	141
40168669	Clonidine Hydrochloride 0.3 MG Oral Tablet	141
40244444	rivaroxaban 15 MG Oral Tablet	141
40163891	2 ML Ketorolac Tromethamine 30 MG/ML Prefilled Syringe	140
40180076	1 ML Promethazine Hydrochloride 25 MG/ML Injection	140
19078956	mycophenolate mofetil 200 MG/ML Oral Suspension	140
19075392	Cisplatin 1 MG/ML Injectable Solution	140
718128	clopidogrel bisulfate 75mg/1 ORAL TABLET, FILM COATED	140
705108	BORDERED GAUZE 2"X2"	140
1140650	Aureobacterium saperdae	140
40241188	Ticagrelor 90 MG Oral Tablet	139
751249	{21 (Desogestrel 0.15 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 5 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Kimidess 28 Day]	139
40241977	azelaic acid 5 MG / Cupric oxide 1.5 MG / Folic Acid 0.5 MG / Niacinamide 600 MG / pyridoxine 5 MG / Zinc Oxide 10 MG Oral Tablet	139
1154064	72 HR Fentanyl 0.1 MG/HR Transdermal Patch	138
19098478	aripiprazole 15 MG Oral Tablet [Abilify]	138
40221856	12 HR Bupropion Hydrochloride 100 MG Extended Release Oral Tablet	138
19079462	Risperidone 1 MG Oral Tablet	138
40174309	liothyronine sodium 0.025 MG Oral Tablet	137
19079300	Chemically-induced lipidosis	137
781130	ALLANTOIN .2 g/40g CREAM [BIOWHITE BEAUTY SERUM]	137
19077401	Fluconazole 40 MG/ML Oral Suspension	137
19121182	sildenafil 20 MG Oral Tablet	136
19041196	Acetaminophen 120 MG Rectal Suppository [Acephen]	136
1714304	voriconazole 200 MG Oral Tablet [Vfend]	136
1351153	coenzyme Q10 100 MG Oral Capsule	136
797437	gabapentin 50 MG/ML Oral Solution [Neurontin]	136
40083830	Ranitidine 150 MG Oral Tablet [Zantac 150]	136
1547508	rosiglitazone 2 MG Oral Tablet	135
961168	Ranitidine 75 MG Oral Tablet	135
1763294	Rifampin 60 MG/ML Injectable Solution	135
40163720	prasugrel 10 MG Oral Tablet	135
19075603	Clotrimazole 10 MG/ML Vaginal Cream	135
1589573	Levonorgestrel 1.5 MG Oral Tablet	134
44814413	Raloxifene Hydrochloride 60 MG Oral Tablet [Evista]	134
19133905	Penicillin V Potassium 500 MG Oral Tablet	134
1154535	Albuterol 0.417 MG/ML Inhalant Solution	134
948079	pantoprazole 20 MG Delayed Release Oral Tablet	134
19095115	Mineral Oil 1000 MG/ML Oral Solution	133
1126872	Acetaminophen 100 MG/ML Oral Suspension	133
40243759	Doxorubicin Hydrochloride 2 MG/ML Injectable Solution	133
40237528	24 HR Divalproex Sodium 250 MG Extended Release Oral Tablet [Depakote]	133
785821	Atropine 1mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd) 10 ampoule	133
19019111	Lithium Carbonate 300 MG Oral Tablet	133
742268	topiramate 50 MG Oral Tablet	132
19075001	Cefuroxime 250 MG Oral Tablet	132
40226840	Epinephrine 0.01 MG/ML / Lidocaine Hydrochloride 20 MG/ML Injectable Solution	132
19096752	Olmesartan medoxomil 40 MG Oral Tablet	132
19009594	Vitamin E 400 UNT Oral Capsule	132
19044785	0.5 ML Vitamin K 1 2 MG/ML Prefilled Syringe	132
19098329	darbepoetin alfa 0.2 MG/ML Injectable Solution [Aranesp]	132
1310037	Amiodarone hydrochloride 100 MG Oral Tablet	132
19023424	repaglinide 1 MG Oral Tablet	132
40173131	Hydromorphone Hydrochloride 4 MG Oral Tablet	132
1308216	Lisinopril	131
40227598	Acetaminophen 300 MG / Oxycodone Hydrochloride 5 MG Oral Tablet	131
1525218	pioglitazone 45 MG Oral Tablet [Actos]	131
1115171	Naproxen sodium 220 MG Oral Tablet	131
19096740	Olmesartan medoxomil 20 MG Oral Tablet	131
19018850	Chlorthalidone 50 MG Oral Tablet	130
40166131	24 HR Oxybutynin chloride 10 MG Extended Release Oral Tablet	130
1353265	Vitamin B6 25 MG Oral Tablet	130
19076145	Dexamethasone 10 MG/ML Injectable Solution	130
19023454	Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet	130
42800385	Albumin Human, USP 200 MG/ML Injectable Solution [Flexbumin]	129
19070310	prednisolone 3 MG/ML Oral Solution	129
1551924	Fenofibrate 48 MG Oral Tablet	129
19079153	olanzapine 15 MG Oral Tablet	129
1036232	Phenytoin sodium 100 MG Extended Release Capsule [Dilantin]	129
19036828	Calcium Chloride 0.68 MEQ/ML Injectable Solution	129
951535	Mupirocin 20 MG/ML Topical Cream [Bactroban]	129
40164947	Metformin hydrochloride 850 MG Oral Tablet [Glucophage]	129
19076660	Dobutamine 4 MG/ML Injectable Solution	129
19102773	moxifloxacin 5 MG/ML Ophthalmic Solution [Vigamox]	128
40174539	{4 (risedronate sodium 35 MG Oral Tablet [Actonel]) } Pack [Actonel 35 4-Week]	128
751250	24 HR Nicotine 0.583 MG/HR Transdermal Patch	128
929924	lansoprazole 15 MG Disintegrating Oral Tablet	128
19019334	Nimodipine 30 MG Oral Capsule	128
19098164	voriconazole 200 MG Injection	128
19123159	pregabalin 100 MG Oral Capsule [Lyrica]	128
40165076	10 ML Nicardipine hydrochloride 2.5 MG/ML Injection	128
19126627	Sodium Chloride 1.2 MEQ/ML Inhalant Solution	128
42709103	Lactulose 83.3 MG/ML Oral Solution	128
19019117	Lovastatin 40 MG Oral Tablet	127
40164505	Clobetasol Propionate 0.0005 MG/MG Topical Ointment	127
40162346	Diclofenac Sodium 50 MG Delayed Release Oral Tablet	127
975193	Hydrocortisone 5 MG Oral Tablet	127
19068728	Risperidone 0.25 MG Oral Tablet [Risperdal]	126
19019413	Nortriptyline 50 MG Oral Capsule	126
797619	Citalopram 20 MG Oral Tablet [Celexa]	126
40228158	dabigatran etexilate 150 MG Oral Capsule [Pradaxa]	126
19073874	Bacitracin 0.5 UNT/MG / Polymyxin B 10 UNT/MG Topical Ointment	126
1506430	dextromethorphan hbr, guaifenesin, phenylephrine 10mg/10mL / 20mg/10mL / 200mg/10mL ORAL LIQUID [tussin multi symptom cold cf adult]	126
19019412	Nortriptyline 10 MG Oral Capsule	125
19027625	Polymyxin B 250000 UNT/ML Injectable Solution	125
40169234	120 ACTUAT Fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler	125
40236805	Calcium Citrate 315 MG / Vitamin D 250 UNT Oral Tablet	125
766851	Consultation with patient and representative	125
43013030	apixaban 5 MG Oral Tablet	125
19027807	Calamine 80 MG/ML Topical Lotion	125
19077571	gabapentin 800 MG Oral Tablet	125
723020	Ampicillin 50 MG/ML Oral Suspension	125
991732	alpha 1-proteinase inhibitor, human 50 MG/ML Injectable Solution	124
1115129	Naproxen sodium 550 MG Oral Tablet	124
40174772	Hydralazine Hydrochloride 100 MG Oral Tablet	124
40171917	Verapamil hydrochloride 80 MG Oral Tablet	124
40226963	Lidocaine Hydrochloride 0.005 MG/MG Topical Gel	124
40223155	168 HR Clonidine 0.00833 MG/HR Transdermal Patch [Catapres-TTS-2]	124
45776040	Succinylcholine Chloride 20 MG/ML Injectable Solution [Anectine]	124
1707780	Annual diabetic blood test	124
42903913	Latex	123
19074493	Calcitriol 0.0005 MG Oral Capsule	123
19020369	dimethicone 20 MG/ML Topical Lotion	122
40164138	Brimonidine tartrate 2 MG/ML / Timolol 5 MG/ML Ophthalmic Solution	122
1344245	10 ML Epinephrine 0.1 MG/ML Prefilled Syringe	122
19022782	olanzapine 2.5 MG Oral Tablet	122
19127938	{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Or	122
19134116	tramadol hydrochloride 50 MG Disintegrating Oral Tablet	122
40169775	Levothyroxine Sodium 0.3 MG Oral Tablet	122
19073186	Amoxicillin 80 MG/ML Oral Suspension	122
19040761	Sumatriptan 50 MG Oral Tablet [Imitrex]	122
40179684	Chlorpromazine hydrochloride 25 MG/ML Injectable Solution	122
40174364	ibandronic acid 150 MG Oral Tablet	121
1501496	thyroid (USP) 60 MG Oral Tablet	121
1341302	Terazosin 5 MG Oral Capsule	121
40163496	Zolpidem tartrate 12.5 MG Extended Release Oral Tablet	121
1125392	Acetaminophen 650 MG Rectal Suppository	121
40164950	MICAFUNGIN SODIUM 50 MG Injection	121
736021	Actreen Glys set catheter male 18Ch 226218E (B.Braun Medical Ltd)	120
19066057	Aspirin 25 MG / Dipyridamole 200 MG Oral Capsule	120
998001	Adolescent care assessment	120
42708170	24 HR Metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet	119
757759	aripiprazole 2 MG Oral Tablet [Abilify]	119
40164516	Clobetasol Propionate 0.5 MG/ML Topical Cream	119
19027462	Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Solution	119
19022949	irbesartan 300 MG Oral Tablet	118
970282	Spironolactone 100 MG Oral Tablet	118
955641	Fendrix 20micrograms/0.5ml vaccine suspension for injection pre-filled syringes (GlaxoSmithKline UK Ltd)	118
19038321	benzonatate 100 MG Oral Capsule [Tessalon Perles]	118
19098325	1 ML darbepoetin alfa 0.025 MG/ML Injection [Aranesp]	118
19102471	moxifloxacin 5 MG/ML Ophthalmic Solution	118
19122391	Ranitidine 25 MG Effervescent Oral Tablet	117
785875	NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE - neomycin sulfate, polymyxin b sulfate and dexamethasone suspension	117
40171501	24 HR Verapamil hydrochloride 120 MG Extended Release Oral Tablet	117
19122412	Saccharomyces boulardii lyo 250 MG Oral Capsule	117
40233210	120 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler	117
743720	Betamethasone valerate 0.1% cream	117
40244445	rivaroxaban 15 MG Oral Tablet [Xarelto]	117
40224789	medroxyprogesterone acetate 10 MG Oral Tablet	117
19125848	Calcium Citrate 315 MG / Cholecalciferol 200 UNT Oral Tablet	116
19078824	50 ML Mannitol 250 MG/ML Injection	116
19075033	Cephalexin 50 MG/ML Oral Suspension	116
19008026	Naproxen 250 MG Oral Tablet [Naprosyn]	116
19023425	repaglinide 0.5 MG Oral Tablet	116
1367571	Heparin	115
19123155	Petrolatum, White 1 MG/MG Topical Ointment	115
974620	Cephalexin 500 MG Oral Tablet	114
757690	aripiprazole 10 MG Oral Tablet	114
929519	12 HR Acetazolamide 500 MG Extended Release Oral Capsule	114
751362	Lithium Carbonate 150 MG Oral Capsule	114
19074673	Captopril 50 MG Oral Tablet	114
40174914	Levothyroxine Sodium 0.088 MG Oral Tablet [Synthroid]	113
755739	Dyphylline 40 MG/ML / Guaifenesin 20 MG/ML Oral Solution	113
19004695	Risperidone 3 MG Oral Tablet [Risperdal]	113
19126697	Sodium Chloride 0.111 MEQ/ML Nasal Solution	113
19079155	olanzapine 7.5 MG Oral Tablet	113
1334461	Ramipril 2.5 MG Oral Tablet	113
19122414	Saccharomyces boulardii 250 MG Oral Capsule [Florastor]	113
1165632	12 HR Guaifenesin 600 MG Extended Release Oral Tablet	113
19075341	ciclopirox 7.7 MG/ML Topical Cream	113
19126634	tamsulosin 0.4 MG Oral Capsule [Flomax]	113
40169222	3 ML liraglutide 6 MG/ML Pen Injector	113
19033681	24 HR Isosorbide Mononitrate 120 MG Extended Release Oral Tablet [Imdur]	113
40162451	24 HR tolterodine tartrate 4 MG Extended Release Oral Capsule	113
40234727	Nystatin 100000 UNT/ML / Triamcinolone Acetonide 1 MG/ML Topical Cream	113
43011897	5 ML heparin sodium, porcine 100 UNT/ML Prefilled Syringe	113
710723	Acetaminophen 325 MG / Oxycodone 5 MG Oral Tablet [Endocet 5/325]	112
19035279	Nitroglycerin 0.4 MG Sublingual Tablet [Nitrostat]	112
19057842	Filgrastim 0.3 MG/ML Injectable Solution	112
19036750	quinapril 10 MG Oral Tablet [Accupril]	112
19073871	Bacitracin 0.5 UNT/MG Ophthalmic Ointment	112
40163560	Warfarin Sodium 6 MG Oral Tablet	112
19038853	thyroid (USP) 30 MG Oral Tablet [Armour Thyroid]	112
19029024	celecoxib 100 MG Oral Capsule	111
40166158	Amylases 120000 UNT / Endopeptidases 76000 UNT / Lipase 24000 UNT Delayed Release Oral Capsule [Creon]	111
961460	Amprolium	111
907267	Urea 0.5 MG/MG Topical Gel	111
1741402	terbinafine 250 MG Oral Tablet	111
1503297	Metformin	111
19023200	Daclizumab 5 MG/ML Injectable Solution	111
1539403	Simvastatin	111
19073189	Amoxicillin 875 MG Oral Tablet	110
19078140	Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet	110
911101	Bethanechol Chloride 25 MG Oral Tablet	110
1154337	Pseudoephedrine 30 MG Oral Tablet	110
1711761	Dapsone 100 MG Oral Tablet	110
766821	Juzo Attractive class 1 (18-21mmHg) thigh length closed toe with silicone top band lymphoedema garment standard size II Cinnamon (Juzo UK Ltd) 2 device	110
1597761	glimepiride 1 MG Oral Tablet	109
778736	Cyclobenzaprine hydrochloride 7.5 MG Oral Tablet	109
19133435	Aspirin 325 MG Oral Tablet [Ascriptin]	109
1901269	Ibuprofen 800 MG Oral Tablet	109
19135604	Desmopressin Acetate 0.01 MG/ACTUAT Nasal Spray [DDAVP]	109
19057272	Lorazepam 4 MG/ML Injectable Solution	109
19076958	Erythromycin 250 MG Delayed Release Oral Tablet	109
19133614	Diltiazem Hydrochloride 120 MG Oral Tablet	108
1395060	Atenolol 50 MG / Chlorthalidone 25 MG Oral Tablet	108
19035661	Calcitriol 0.001 MG/ML Oral Solution	108
40223757	Docusate Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet	108
1713370	Amoxicillin 50 MG/ML Oral Suspension	108
705110	Absorbable synthetic suture 1.5gauge 45cm length with 19mm curved reverse cutting needle 24 suture	108
19006231	gabapentin 100 MG Oral Capsule [Neurontin]	108
40169238	120 ACTUAT fluticasone furoate 0.0275 MG/ACTUAT Nasal Inhaler	107
40168532	Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule	107
19080617	Calcium Carbonate 600 MG / Vitamin D 125 UNT Oral Tablet	107
19076593	Diphenhydramine 50 MG Oral Capsule	106
40228212	cetirizine hydrochloride 10 MG Oral Capsule	106
19073873	Bacitracin 0.5 UNT/MG / Polymyxin B 10 UNT/MG Ophthalmic Ointment	106
711588	Cochlear implant system sound processor off-ear holder	106
40163901	200 ACTUAT Azelastine hydrochloride 0.137 MG/ACTUAT Nasal Inhaler	105
19036450	24 HR Nifedipine 60 MG Extended Release Oral Tablet [Procardia]	105
1589509	Levonorgestrel 0.75 MG Oral Tablet	105
40164141	Brimonidine tartrate 2 MG/ML Ophthalmic Solution	105
40171671	Benazepril hydrochloride 20 MG Oral Tablet	105
19004895	Fluoxetine 20 MG Oral Capsule [Prozac]	105
1305124	eprinomectin 50 MG/ML [Longrange]	104
19074977	Ceftriaxone 250 MG Injection	104
989878	Lidocaine	104
1547510	Haemochromatosis	104
42898194	12 HR Dextromethorphan Hydrobromide 28 MG / Guaifenesin 600 MG Extended Release Oral Tablet	104
1383850	24 HR Isosorbide Mononitrate 120 MG Extended Release Oral Tablet	104
1742291	Levofloxacin 25 MG/ML Oral Solution	103
19108285	Cholecalciferol 400 UNT Oral Capsule	103
19073183	Amoxicillin 250 MG Oral Capsule	103
40180065	Promethazine Hydrochloride 25 MG Oral Tablet	103
42707562	Phenylephrine Hydrochloride 25 MG/ML Ophthalmic Solution	103
1735950	Revision of interposition anastomosis of esophagus	103
1308972	Ibuprofen 20 MG/ML Oral Suspension	103
19012531	Estrogens, Conjugated (USP) 0.625 MG Oral Tablet [Premarin]	102
1124957	Oxycodone	102
755700	Agreia	102
19124247	Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet	102
40222863	Memantine hydrochloride 5 MG Oral Tablet [Namenda]	102
923115	Ofloxacin 3 MG/ML Otic Solution	101
40234404	Diphenhydramine Hydrochloride 50 MG Oral Tablet	101
43012433	21 DAY Ethinyl Estradiol 0.000625 MG/HR / Etonogestrel 0.005 MG/HR Vaginal Ring [NuvaRing]	101
40223157	168 HR Clonidine 0.0125 MG/HR Transdermal Patch [Catapres-TTS-3]	101
1113672	Children's Dimetapp Fever and Sore Throat	101
916006	Abscess in epidural space of thoracic spine	101
40173557	Amikacin Sulfate 250 MG/ML Injectable Solution [Amikin]	101
40166326	Methadone Hydrochloride 10 MG/ML Injectable Solution	101
1597759	glimepiride 1 MG Oral Tablet [Amaryl]	100
19073526	argatroban 100 MG/ML Injectable Solution	100
40166330	Methadone Hydrochloride 2 MG/ML Oral Solution	100
40164098	Azelastine hydrochloride 0.5 MG/ML Ophthalmic Solution	100
40177141	0.2 ML Dalteparin Sodium 12500 UNT/ML Prefilled Syringe [Fragmin]	100
42708144	Flurbiprofen sodium 0.3 MG/ML Ophthalmic Solution	100
19129192	{4 (Amoxicillin 500 MG Oral Capsule [Trimox]) / 2 (Clarithromycin 500 MG Oral Tablet [Biaxin]) / 2 (lansoprazole 30 MG Delayed Release Oral Capsule [Prevacid]) } Pack [Prevpac]	99
19122479	aripiprazole 2 MG Oral Tablet	99
1309237	2 ML Adenosine 3 MG/ML Prefilled Syringe [Adenocard]	99
40171863	Verapamil hydrochloride 180 MG Extended Release Oral Tablet	99
40237993	Valproic Acid 100 MG/ML Injectable Solution	99
19029027	Lisinopril 30 MG Oral Tablet	99
938301	Cod liver oil liquid	99
19019238	Nadolol 40 MG Oral Tablet	99
19057624	Cholecalciferol 5000 UNT Oral Capsule	99
1516770	Legal rehab. measures	99
42800159	guar gum 12.5 MG/ML Oral Suspension [Nutrisource]	98
19058077	Calcium Citrate 1040 MG Oral Tablet	98
19012705	Water 1000 MG/ML Irrigation Solution	98
736053	Iron-Dextran Complex 50 MG/ML Injectable Solution	97
40239218	Linagliptin 5 MG Oral Tablet	97
19077462	Fluoxetine 10 MG Oral Capsule	97
1163945	Guaifenesin 200 MG Oral Tablet	97
19002364	Fluocinonide 0.5 MG/ML Topical Cream	97
19102846	Ciprofloxacin 3 MG/ML / Dexamethasone 1 MG/ML Otic Suspension [Ciprodex]	97
19128377	olanzapine 10 MG Disintegrating Oral Tablet [Zyprexa]	97
1526479	ezetimibe 10 MG / Simvastatin 20 MG Oral Tablet	97
19098326	1 ML darbepoetin alfa 0.04 MG/ML Injection [Aranesp]	97
19102170	Ramipril 10 MG Oral Tablet	97
40242344	potassium nitrate 250 MG/ML / Silver Nitrate 750 MG/ML Medicated Pad	96
19123359	Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 0.154 MEQ/ML Injectable Solution	96
40222924	midodrine hydrochloride 2.5 MG Oral Tablet	96
997892	Clindamycin 150 MG Oral Capsule	96
19077498	fluvastatin 40 MG Oral Capsule	96
19031625	lamotrigine 150 MG Oral Tablet [Lamictal]	96
40240039	olopatadine 2 MG/ML Ophthalmic Solution	96
19046745	Cefuroxime 90 MG/ML Injectable Solution [Kefurox]	96
1360067	fulvestrant 50 MG/ML Prefilled Syringe [Faslodex]	96
1742434	tigecycline 50 MG Injection	96
19019937	torsemide 100 MG Oral Tablet	95
19077653	Glucose 4000 MG Chewable Tablet	95
1397152	bevacizumab 25 MG/ML Injectable Solution	95
19066370	Magnesium Oxide 600 MG Oral Capsule	95
